School,Year,Month,Amount
East Boston High School,2017,8,20272.53
East Boston High School,2015,10,9179.05
East Boston High School,2016,9,24014.6
East Boston High School,2013,11,9117.73
East Boston High School,2013,12,10984.31
East Boston High School,2015,9,11994.79
East Boston High School,2014,12,4400.1
East Boston High School,2014,3,36375.02
East Boston High School,2015,1,46015
East Boston High School,2015,8,66986.52
East Boston High School,2012,7,137.88
East Boston High School,2013,6,22848.9
East Boston High School,2014,9,7676.52
East Boston High School,2013,10,4981.38
East Boston High School,2014,1,11113.45
"Kennedy, Patrick Elementary School",2012,9,2080.5
"Kennedy, Patrick Elementary School",2014,4,0.99
"Kennedy, Patrick Elementary School",2013,7,1438.51
"Kennedy, Patrick Elementary School",2016,11,2276.3
"Kennedy, Patrick Elementary School",2013,3,1996.15
"Kennedy, Patrick Elementary School",2014,10,2167.02
"Kennedy, Patrick Elementary School",2016,8,349.89
"Kennedy, Patrick Elementary School",2016,1,298.15
"Kennedy, Patrick Elementary School",2014,11,2063.82
"Kennedy, Patrick Elementary School",2012,3,2853.12
"Kennedy, Patrick Elementary School",2013,4,4179.1
"Kennedy, Patrick Elementary School",2012,1,537.79
"Kennedy, Patrick Elementary School",2017,7,7618
"Kennedy, Patrick Elementary School",2015,6,298.15
"Kennedy, Patrick Elementary School",2016,2,298.15
"Kennedy, Patrick Elementary School",2016,3,298.15
"Kennedy, Patrick Elementary School",2012,5,2745.89
"Kennedy, Patrick Elementary School",2016,10,1192.6
"Kennedy, Patrick Elementary School",2015,7,1087.29
"Kennedy, Patrick Elementary School",2016,4,3963.57
"Kennedy, Patrick Elementary School",2012,11,8265.75
"Kennedy, Patrick Elementary School",2015,12,2957.14
"Kennedy, Patrick Elementary School",2015,2,298.15
"Kennedy, Patrick Elementary School",2012,8,1675.21
"Kennedy, Patrick Elementary School",2013,5,344.85
"Kennedy, Patrick Elementary School",2014,8,1032.1
"Kennedy, Patrick Elementary School",2013,1,8794
"Kennedy, Patrick Elementary School",2016,6,298.15
"Kennedy, Patrick Elementary School",2012,12,290.06
"Kennedy, Patrick Elementary School",2014,5,17444.69
"Kennedy, Patrick Elementary School",2015,5,2279.63
"Kennedy, Patrick Elementary School",2015,4,298.15
"Kennedy, Patrick Elementary School",2015,3,298.15
"Kennedy, Patrick Elementary School",2012,6,3075.25
"Kennedy, Patrick Elementary School",2013,8,148.75
"Kennedy, Patrick Elementary School",2014,7,5852
"Kennedy, Patrick Elementary School",2016,5,4127.35
"Kennedy, Patrick Elementary School",2016,12,298.15
"Kennedy, Patrick Elementary School",2014,6,2133.69
"Kennedy, Patrick Elementary School",2015,10,3288.88
"Kennedy, Patrick Elementary School",2016,9,4000
"Kennedy, Patrick Elementary School",2013,12,5098.28
"Kennedy, Patrick Elementary School",2015,9,11167.59
"Kennedy, Patrick Elementary School",2014,3,1988.4
"Kennedy, Patrick Elementary School",2015,1,768.15
"Kennedy, Patrick Elementary School",2015,8,777
"Kennedy, Patrick Elementary School",2012,7,604.9
"Kennedy, Patrick Elementary School",2013,6,4061
"Kennedy, Patrick Elementary School",2014,9,3135.7
"Kennedy, Patrick Elementary School",2014,1,4105.2
"Lee, Joseph K-8",2012,9,13201.11
"Lee, Joseph K-8",2014,4,6621.98
"Lee, Joseph K-8",2013,7,12044.83
"Lee, Joseph K-8",2016,11,5832
"Lee, Joseph K-8",2013,3,2145.83
"Lee, Joseph K-8",2014,2,75311.93
"Lee, Joseph K-8",2014,10,3231.77
"Lee, Joseph K-8",2016,8,1428.16
"Lee, Joseph K-8",2014,11,4498.25
"Lee, Joseph K-8",2012,3,12552.41
"Lee, Joseph K-8",2016,7,12527.9
"Lee, Joseph K-8",2013,4,12287.79
"Lee, Joseph K-8",2012,1,5740.53
"Lee, Joseph K-8",2017,7,16687.88
"Lee, Joseph K-8",2015,6,1707.96
"Lee, Joseph K-8",2016,2,1376.9
"Lee, Joseph K-8",2012,5,18593.04
"Lee, Joseph K-8",2016,10,2292.01
"Lee, Joseph K-8",2015,7,17805.44
"Lee, Joseph K-8",2016,4,11390.54
"Lee, Joseph K-8",2012,11,13515.74
"Lee, Joseph K-8",2013,9,5580.34
"Lee, Joseph K-8",2015,12,9778.43
"Lee, Joseph K-8",2013,2,20318.15
"Lee, Joseph K-8",2012,2,5866.42
"Lee, Joseph K-8",2015,2,1228.48
"Lee, Joseph K-8",2012,8,2375.41
"Lee, Joseph K-8",2015,11,2064.71
"Lee, Joseph K-8",2012,4,4040
"Lee, Joseph K-8",2013,5,16340.5
"Lee, Joseph K-8",2014,8,13269.13
"Lee, Joseph K-8",2013,1,6864.84
"Lee, Joseph K-8",2016,6,10397.24
"Lee, Joseph K-8",2012,12,11390.66
"Lee, Joseph K-8",2014,5,10988.77
"Lee, Joseph K-8",2015,5,166
"Lee, Joseph K-8",2015,4,12624.75
"Lee, Joseph K-8",2015,3,14128.23
"Lee, Joseph K-8",2012,6,14216.1
"Lee, Joseph K-8",2013,8,15974.41
"Lee, Joseph K-8",2014,7,5646.8
"Lee, Joseph K-8",2016,5,2725.02
"Lee, Joseph K-8",2016,12,1766.51
"Lee, Joseph K-8",2012,10,2355.82
"Lee, Joseph K-8",2014,6,16136.69
"Lee, Joseph K-8",2017,8,15553.65
"Lee, Joseph K-8",2015,10,16981.01
"Lee, Joseph K-8",2016,9,8341.55
"Lee, Joseph K-8",2013,11,5727
"Lee, Joseph K-8",2013,12,20404.78
"Lee, Joseph K-8",2015,9,32412.51
"Lee, Joseph K-8",2014,12,6389.4
"Lee, Joseph K-8",2014,3,3472.82
"Lee, Joseph K-8",2015,1,944
"Lee, Joseph K-8",2015,8,2601.93
"Lee, Joseph K-8",2012,7,387.6
"Lee, Joseph K-8",2013,6,1639.74
"Lee, Joseph K-8",2014,9,5020.04
"Lee, Joseph K-8",2013,10,11890.34
"Lee, Joseph K-8",2014,1,11667.34
"Hale, Nathan Elementary School",2012,9,5001.04
"Hale, Nathan Elementary School",2013,7,6452.81
"Hale, Nathan Elementary School",2016,11,930.2
"Hale, Nathan Elementary School",2013,3,5481.48
"Hale, Nathan Elementary School",2014,2,300.52
"Hale, Nathan Elementary School",2014,10,7053.9
"Hale, Nathan Elementary School",2016,8,100.5
"Hale, Nathan Elementary School",2016,1,285
"Hale, Nathan Elementary School",2014,11,727.75
"Hale, Nathan Elementary School",2012,3,6848.34
"Hale, Nathan Elementary School",2016,7,596.37
"Hale, Nathan Elementary School",2013,4,400
"Hale, Nathan Elementary School",2012,1,5158
"Hale, Nathan Elementary School",2017,7,14456.98
"Hale, Nathan Elementary School",2012,5,26393.97
"Hale, Nathan Elementary School",2016,10,5031.13
"Hale, Nathan Elementary School",2015,7,26161.93
"Hale, Nathan Elementary School",2016,4,1013.43
"Hale, Nathan Elementary School",2012,11,1982.75
"Hale, Nathan Elementary School",2013,9,5397.1
"Hale, Nathan Elementary School",2015,12,700
"Hale, Nathan Elementary School",2013,2,1700
"Hale, Nathan Elementary School",2012,2,1287.02
"Hale, Nathan Elementary School",2015,2,295
"Hale, Nathan Elementary School",2012,8,2226.57
"Hale, Nathan Elementary School",2015,11,825
"Hale, Nathan Elementary School",2013,5,12234.2
"Hale, Nathan Elementary School",2014,8,13971.36
"Hale, Nathan Elementary School",2013,1,973.95
"Hale, Nathan Elementary School",2016,6,9813.64
"Hale, Nathan Elementary School",2012,12,3563
"Hale, Nathan Elementary School",2015,5,221.2
"Hale, Nathan Elementary School",2015,4,4386.97
"Hale, Nathan Elementary School",2015,3,950
"Hale, Nathan Elementary School",2012,6,27152.15
"Hale, Nathan Elementary School",2013,8,16120.74
"Hale, Nathan Elementary School",2014,7,37121.9
"Hale, Nathan Elementary School",2016,5,466
"Hale, Nathan Elementary School",2016,12,482.92
"Hale, Nathan Elementary School",2012,10,537.25
"Hale, Nathan Elementary School",2014,6,16190
"Hale, Nathan Elementary School",2017,8,3164.18
"Hale, Nathan Elementary School",2015,10,450
"Hale, Nathan Elementary School",2016,9,1573.36
"Hale, Nathan Elementary School",2013,11,20940
"Hale, Nathan Elementary School",2013,12,7740
"Hale, Nathan Elementary School",2015,9,12033.54
"Hale, Nathan Elementary School",2014,12,1477
"Hale, Nathan Elementary School",2014,3,4626.01
"Hale, Nathan Elementary School",2015,1,1033.99
"Hale, Nathan Elementary School",2015,8,462
"Hale, Nathan Elementary School",2012,7,671.01
"Hale, Nathan Elementary School",2013,6,11251.61
"Hale, Nathan Elementary School",2014,9,2375.25
"Hale, Nathan Elementary School",2013,10,545.25
"Hale, Nathan Elementary School",2014,1,3101.57
Haynes Early Education Center,2012,9,261.62
Haynes Early Education Center,2014,4,1398.47
Haynes Early Education Center,2013,7,3936.18
Haynes Early Education Center,2016,11,3398.26
Haynes Early Education Center,2013,3,4340.56
Haynes Early Education Center,2014,2,6449
Haynes Early Education Center,2014,10,407.88
Haynes Early Education Center,2016,1,4272
Haynes Early Education Center,2014,11,14232.14
Haynes Early Education Center,2012,3,13142.3
Haynes Early Education Center,2016,7,2808.47
Haynes Early Education Center,2013,4,4045
Haynes Early Education Center,2012,1,6307.6
Haynes Early Education Center,2017,7,4598.48
Haynes Early Education Center,2015,6,10897.66
Haynes Early Education Center,2016,2,266.71
Haynes Early Education Center,2016,3,3376.08
Haynes Early Education Center,2012,5,11641.57
Haynes Early Education Center,2016,10,1377.32
Haynes Early Education Center,2015,7,13934.21
Haynes Early Education Center,2016,4,7774.61
Haynes Early Education Center,2012,11,8846.47
Haynes Early Education Center,2013,9,1706.22
Haynes Early Education Center,2015,12,8030.57
Haynes Early Education Center,2013,2,1700
Haynes Early Education Center,2012,2,6211.46
Haynes Early Education Center,2012,8,4602.6
Haynes Early Education Center,2015,11,3000
Haynes Early Education Center,2012,4,6941.87
Haynes Early Education Center,2013,5,18331.48
Haynes Early Education Center,2014,8,2394.83
Haynes Early Education Center,2013,1,4342.13
Haynes Early Education Center,2016,6,3996.19
Haynes Early Education Center,2012,12,5151.92
Haynes Early Education Center,2014,5,15406.88
Haynes Early Education Center,2015,5,1935.35
Haynes Early Education Center,2015,4,4476.41
Haynes Early Education Center,2015,3,7118.92
Haynes Early Education Center,2012,6,11594.11
Haynes Early Education Center,2013,8,2214.76
Haynes Early Education Center,2014,7,19006.64
Haynes Early Education Center,2016,5,2784.5
Haynes Early Education Center,2016,12,3070.61
Haynes Early Education Center,2012,10,5371.69
Haynes Early Education Center,2014,6,10940.75
Haynes Early Education Center,2017,8,8667.98
Haynes Early Education Center,2015,10,6289.59
Haynes Early Education Center,2016,9,1668.98
Haynes Early Education Center,2013,11,10849.5
Haynes Early Education Center,2013,12,5527.1
Haynes Early Education Center,2015,9,899.99
Haynes Early Education Center,2014,12,2458.62
Haynes Early Education Center,2014,3,12021.9
Haynes Early Education Center,2015,1,1380.23
Haynes Early Education Center,2015,8,229.29
Haynes Early Education Center,2012,7,7584.63
Haynes Early Education Center,2013,6,18400.28
Haynes Early Education Center,2014,9,8122.23
Haynes Early Education Center,2013,10,2841.11
Haynes Early Education Center,2014,1,4532
"Russell, William E. Elementary School",2012,9,1977.73
"Russell, William E. Elementary School",2013,7,5531.74
"Russell, William E. Elementary School",2013,3,1443.12
"Russell, William E. Elementary School",2014,2,17367.72
"Russell, William E. Elementary School",2016,8,441.2
"Russell, William E. Elementary School",2014,11,914.16
"Russell, William E. Elementary School",2012,3,5714.22
"Russell, William E. Elementary School",2016,7,4181.5
"Russell, William E. Elementary School",2013,4,1466.77
"Russell, William E. Elementary School",2012,1,11835.65
"Russell, William E. Elementary School",2017,7,10697.72
"Russell, William E. Elementary School",2012,5,3243.41
"Russell, William E. Elementary School",2015,7,1598.07
"Russell, William E. Elementary School",2016,4,265.73
"Russell, William E. Elementary School",2012,2,16810.27
"Russell, William E. Elementary School",2012,8,763.46
"Russell, William E. Elementary School",2012,4,16361.28
"Russell, William E. Elementary School",2013,5,7503.94
"Russell, William E. Elementary School",2013,1,1110.95
"Russell, William E. Elementary School",2016,6,4261.95
"Russell, William E. Elementary School",2012,12,34414
"Russell, William E. Elementary School",2014,5,764.38
"Russell, William E. Elementary School",2015,5,5543.47
"Russell, William E. Elementary School",2015,4,2554
"Russell, William E. Elementary School",2015,3,7396.96
"Russell, William E. Elementary School",2012,6,18906.04
"Russell, William E. Elementary School",2013,8,2639.79
"Russell, William E. Elementary School",2014,7,4610.86
"Russell, William E. Elementary School",2016,5,3772.2
"Russell, William E. Elementary School",2012,10,9636.08
"Russell, William E. Elementary School",2014,6,5445.06
"Russell, William E. Elementary School",2017,8,3762.11
"Russell, William E. Elementary School",2013,11,483.96
"Russell, William E. Elementary School",2014,12,4691.05
"Russell, William E. Elementary School",2014,3,934.38
"Russell, William E. Elementary School",2015,8,369.65
"Russell, William E. Elementary School",2012,7,3013.2
"Russell, William E. Elementary School",2013,6,8827.24
"Russell, William E. Elementary School",2014,9,5794.69
"Russell, William E. Elementary School",2013,10,535.74
"Russell, William E. Elementary School",2014,1,14073.15
"Taylor, Charles H. Elementary School",2012,9,990.59
"Taylor, Charles H. Elementary School",2014,4,853
"Taylor, Charles H. Elementary School",2016,11,17501.44
"Taylor, Charles H. Elementary School",2013,3,6603.58
"Taylor, Charles H. Elementary School",2014,2,6024.58
"Taylor, Charles H. Elementary School",2014,10,7974.99
"Taylor, Charles H. Elementary School",2016,1,4250.73
"Taylor, Charles H. Elementary School",2014,11,317
"Taylor, Charles H. Elementary School",2012,3,1481.58
"Taylor, Charles H. Elementary School",2016,7,10830.12
"Taylor, Charles H. Elementary School",2013,4,4037.04
"Taylor, Charles H. Elementary School",2012,1,3244.48
"Taylor, Charles H. Elementary School",2017,7,6078.56
"Taylor, Charles H. Elementary School",2015,6,34505.49
"Taylor, Charles H. Elementary School",2016,2,894.72
"Taylor, Charles H. Elementary School",2016,3,1809.84
"Taylor, Charles H. Elementary School",2012,5,162.52
"Taylor, Charles H. Elementary School",2016,10,2812.96
"Taylor, Charles H. Elementary School",2015,7,4480.46
"Taylor, Charles H. Elementary School",2016,4,8379.09
"Taylor, Charles H. Elementary School",2013,9,3333.5
"Taylor, Charles H. Elementary School",2015,12,18496
"Taylor, Charles H. Elementary School",2013,2,736.73
"Taylor, Charles H. Elementary School",2012,2,4199.25
"Taylor, Charles H. Elementary School",2015,2,1912.32
"Taylor, Charles H. Elementary School",2012,8,505.38
"Taylor, Charles H. Elementary School",2015,11,1080
"Taylor, Charles H. Elementary School",2012,4,421.64
"Taylor, Charles H. Elementary School",2013,5,1649.09
"Taylor, Charles H. Elementary School",2013,1,467
"Taylor, Charles H. Elementary School",2016,6,24537.5
"Taylor, Charles H. Elementary School",2012,12,4769.18
"Taylor, Charles H. Elementary School",2014,5,26858.12
"Taylor, Charles H. Elementary School",2015,5,4100
"Taylor, Charles H. Elementary School",2015,4,2247.42
"Taylor, Charles H. Elementary School",2015,3,4890.72
"Taylor, Charles H. Elementary School",2012,6,13454.75
"Taylor, Charles H. Elementary School",2013,8,29
"Taylor, Charles H. Elementary School",2016,5,17538.42
"Taylor, Charles H. Elementary School",2016,12,210.72
"Taylor, Charles H. Elementary School",2012,10,423.89
"Taylor, Charles H. Elementary School",2014,6,1657.12
"Taylor, Charles H. Elementary School",2017,8,5535.92
"Taylor, Charles H. Elementary School",2015,10,5995.68
"Taylor, Charles H. Elementary School",2016,9,17418.74
"Taylor, Charles H. Elementary School",2013,11,260
"Taylor, Charles H. Elementary School",2015,9,10119
"Taylor, Charles H. Elementary School",2014,12,6084.46
"Taylor, Charles H. Elementary School",2014,3,3359
"Taylor, Charles H. Elementary School",2015,1,6782.02
"Taylor, Charles H. Elementary School",2015,8,390.48
"Taylor, Charles H. Elementary School",2012,7,3016.81
"Taylor, Charles H. Elementary School",2013,6,259.7
"Taylor, Charles H. Elementary School",2014,9,1337.91
"Taylor, Charles H. Elementary School",2013,10,2990
"Taylor, Charles H. Elementary School",2014,1,3398.62
Higginson/Lewis K-8,2012,9,9300.02
Higginson/Lewis K-8,2014,4,6845.17
Higginson/Lewis K-8,2013,7,5936.88
Higginson/Lewis K-8,2016,11,3060.86
Higginson/Lewis K-8,2013,3,4416.85
Higginson/Lewis K-8,2014,2,283.4
Higginson/Lewis K-8,2014,10,3225.53
Higginson/Lewis K-8,2016,1,819
Higginson/Lewis K-8,2014,11,4457.23
Higginson/Lewis K-8,2012,3,9113.87
Higginson/Lewis K-8,2013,4,14412.32
Higginson/Lewis K-8,2017,7,17565.8
Higginson/Lewis K-8,2015,6,733.1
Higginson/Lewis K-8,2016,2,2200
Higginson/Lewis K-8,2016,3,4837.41
Higginson/Lewis K-8,2012,5,2626.82
Higginson/Lewis K-8,2016,10,2404.75
Higginson/Lewis K-8,2015,7,2364.5
Higginson/Lewis K-8,2016,4,9101.93
Higginson/Lewis K-8,2012,11,10839.84
Higginson/Lewis K-8,2013,9,6600
Higginson/Lewis K-8,2015,12,8649
Higginson/Lewis K-8,2013,2,348.24
Higginson/Lewis K-8,2012,2,3886.78
Higginson/Lewis K-8,2015,2,1874.35
Higginson/Lewis K-8,2012,8,657.5
Higginson/Lewis K-8,2015,11,1410
Higginson/Lewis K-8,2012,4,624.65
Higginson/Lewis K-8,2013,5,1871.16
Higginson/Lewis K-8,2014,8,525.33
Higginson/Lewis K-8,2013,1,1579.59
Higginson/Lewis K-8,2016,6,6649.09
Higginson/Lewis K-8,2012,12,5289.91
Higginson/Lewis K-8,2014,5,1073.83
Higginson/Lewis K-8,2015,5,9766.4
Higginson/Lewis K-8,2015,4,1514.34
Higginson/Lewis K-8,2015,3,262.22
Higginson/Lewis K-8,2012,6,8387.68
Higginson/Lewis K-8,2016,5,9962.81
Higginson/Lewis K-8,2016,12,710.72
Higginson/Lewis K-8,2012,10,11556.04
Higginson/Lewis K-8,2014,6,118920.55
Higginson/Lewis K-8,2017,8,2626.08
Higginson/Lewis K-8,2015,10,5414
Higginson/Lewis K-8,2016,9,342.43
Higginson/Lewis K-8,2013,11,2390.32
Higginson/Lewis K-8,2013,12,7614.6
Higginson/Lewis K-8,2015,9,1299.11
Higginson/Lewis K-8,2014,12,26.95
Higginson/Lewis K-8,2015,1,1921.54
Higginson/Lewis K-8,2012,7,277.37
Higginson/Lewis K-8,2013,6,2212.06
Higginson/Lewis K-8,2014,9,1158.8
Higginson/Lewis K-8,2013,10,35980
Higginson/Lewis K-8,2014,1,8013.3
"McCormack, John W Middle School",2012,9,1230
"McCormack, John W Middle School",2014,4,15072.76
"McCormack, John W Middle School",2016,11,50477.52
"McCormack, John W Middle School",2013,3,9068.36
"McCormack, John W Middle School",2014,2,18450.19
"McCormack, John W Middle School",2014,10,2222.25
"McCormack, John W Middle School",2016,8,28737.14
"McCormack, John W Middle School",2016,1,10447.96
"McCormack, John W Middle School",2014,11,13867
"McCormack, John W Middle School",2012,3,6140.32
"McCormack, John W Middle School",2016,7,11613.36
"McCormack, John W Middle School",2013,4,10750.98
"McCormack, John W Middle School",2012,1,3378.65
"McCormack, John W Middle School",2017,7,20074.5
"McCormack, John W Middle School",2015,6,17076.36
"McCormack, John W Middle School",2016,2,18322.19
"McCormack, John W Middle School",2016,3,8522.27
"McCormack, John W Middle School",2012,5,6288.26
"McCormack, John W Middle School",2016,10,6291.84
"McCormack, John W Middle School",2015,7,4877.84
"McCormack, John W Middle School",2016,4,4472.89
"McCormack, John W Middle School",2013,9,2864.25
"McCormack, John W Middle School",2015,12,16030.71
"McCormack, John W Middle School",2013,2,2149.1
"McCormack, John W Middle School",2012,2,2349.35
"McCormack, John W Middle School",2015,2,39879.94
"McCormack, John W Middle School",2012,8,1765.5
"McCormack, John W Middle School",2015,11,3254
"McCormack, John W Middle School",2012,4,3291.81
"McCormack, John W Middle School",2013,5,59305.67
"McCormack, John W Middle School",2014,8,6346.1
"McCormack, John W Middle School",2013,1,1951
"McCormack, John W Middle School",2016,6,21509.24
"McCormack, John W Middle School",2012,12,3771.35
"McCormack, John W Middle School",2014,5,29473.4
"McCormack, John W Middle School",2015,5,10212.5
"McCormack, John W Middle School",2015,4,12561.41
"McCormack, John W Middle School",2015,3,36827.95
"McCormack, John W Middle School",2013,8,897.89
"McCormack, John W Middle School",2014,7,20462.94
"McCormack, John W Middle School",2016,5,15217.41
"McCormack, John W Middle School",2016,12,15346.65
"McCormack, John W Middle School",2012,10,2492.07
"McCormack, John W Middle School",2014,6,105276.25
"McCormack, John W Middle School",2017,8,21513.69
"McCormack, John W Middle School",2015,10,10469.74
"McCormack, John W Middle School",2016,9,11546.84
"McCormack, John W Middle School",2013,11,22522.85
"McCormack, John W Middle School",2013,12,6755
"McCormack, John W Middle School",2015,9,2022.54
"McCormack, John W Middle School",2014,12,2673.8
"McCormack, John W Middle School",2014,3,6414.85
"McCormack, John W Middle School",2015,1,31034.84
"McCormack, John W Middle School",2015,8,9885.44
"McCormack, John W Middle School",2012,7,1161.8
"McCormack, John W Middle School",2013,6,28402.99
"McCormack, John W Middle School",2014,9,583.55
"McCormack, John W Middle School",2013,10,7402.5
"McCormack, John W Middle School",2014,1,6977.5
"Murphy, Richard K-8",2012,9,12715.29
"Murphy, Richard K-8",2014,4,12648.08
"Murphy, Richard K-8",2013,7,2721.69
"Murphy, Richard K-8",2016,11,6096.5
"Murphy, Richard K-8",2013,3,1281.51
"Murphy, Richard K-8",2014,2,3535.36
"Murphy, Richard K-8",2014,10,872.31
"Murphy, Richard K-8",2016,8,692.86
"Murphy, Richard K-8",2016,1,1473.66
"Murphy, Richard K-8",2014,11,4477.2
"Murphy, Richard K-8",2012,3,3301.14
"Murphy, Richard K-8",2016,7,1172.99
"Murphy, Richard K-8",2013,4,7477.79
"Murphy, Richard K-8",2012,1,2065.72
"Murphy, Richard K-8",2017,7,198.44
"Murphy, Richard K-8",2015,6,14007.57
"Murphy, Richard K-8",2016,2,6504.75
"Murphy, Richard K-8",2016,3,9510.37
"Murphy, Richard K-8",2012,5,38811.81
"Murphy, Richard K-8",2016,10,7072.15
"Murphy, Richard K-8",2015,7,9373.63
"Murphy, Richard K-8",2016,4,21994.42
"Murphy, Richard K-8",2012,11,20475.16
"Murphy, Richard K-8",2013,9,1237.01
"Murphy, Richard K-8",2015,12,7365.86
"Murphy, Richard K-8",2012,2,8404.51
"Murphy, Richard K-8",2015,2,32236
"Murphy, Richard K-8",2012,8,443
"Murphy, Richard K-8",2015,11,6520.62
"Murphy, Richard K-8",2012,4,7520.65
"Murphy, Richard K-8",2013,5,8019.12
"Murphy, Richard K-8",2014,8,1592.3
"Murphy, Richard K-8",2016,6,5936.14
"Murphy, Richard K-8",2012,12,3853.67
"Murphy, Richard K-8",2014,5,31314.57
"Murphy, Richard K-8",2015,5,12963.27
"Murphy, Richard K-8",2015,4,28487.08
"Murphy, Richard K-8",2015,3,7000.8
"Murphy, Richard K-8",2012,6,13598.89
"Murphy, Richard K-8",2013,8,6010.18
"Murphy, Richard K-8",2014,7,2460.58
"Murphy, Richard K-8",2016,5,38153.3
"Murphy, Richard K-8",2016,12,42361.36
"Murphy, Richard K-8",2012,10,8229.98
"Murphy, Richard K-8",2014,6,3946.12
"Murphy, Richard K-8",2017,8,490.47
"Murphy, Richard K-8",2015,10,7657.01
"Murphy, Richard K-8",2013,11,2228.67
"Murphy, Richard K-8",2013,12,1787.75
"Murphy, Richard K-8",2015,9,1202.51
"Murphy, Richard K-8",2014,12,167.1
"Murphy, Richard K-8",2014,3,30266.16
"Murphy, Richard K-8",2015,1,6103.08
"Murphy, Richard K-8",2015,8,7314.56
"Murphy, Richard K-8",2012,7,260.6
"Murphy, Richard K-8",2013,6,10117.3
"Murphy, Richard K-8",2014,9,2420.17
"Murphy, Richard K-8",2013,10,6566.94
"Murphy, Richard K-8",2014,1,5841.41
"McKay, Donald K-8",2012,9,38316.41
"McKay, Donald K-8",2014,4,11374.84
"McKay, Donald K-8",2013,7,2972.48
"McKay, Donald K-8",2016,11,10962.72
"McKay, Donald K-8",2013,3,13734.57
"McKay, Donald K-8",2014,2,11747.89
"McKay, Donald K-8",2014,10,1173.82
"McKay, Donald K-8",2016,8,9000
"McKay, Donald K-8",2016,1,12987
"McKay, Donald K-8",2014,11,1499.99
"McKay, Donald K-8",2012,3,5566.88
"McKay, Donald K-8",2013,4,7185.88
"McKay, Donald K-8",2012,1,35842.41
"McKay, Donald K-8",2017,7,12864.08
"McKay, Donald K-8",2015,6,14714.86
"McKay, Donald K-8",2016,2,4313.4
"McKay, Donald K-8",2016,3,10695.4
"McKay, Donald K-8",2012,5,18324.6
"McKay, Donald K-8",2016,10,18112.91
"McKay, Donald K-8",2015,7,15385.35
"McKay, Donald K-8",2016,4,8339.46
"McKay, Donald K-8",2012,11,7176.34
"McKay, Donald K-8",2015,12,28410.75
"McKay, Donald K-8",2013,2,5476.94
"McKay, Donald K-8",2012,2,10772.68
"McKay, Donald K-8",2012,8,12033.82
"McKay, Donald K-8",2015,11,15988.46
"McKay, Donald K-8",2012,4,3183.1
"McKay, Donald K-8",2013,5,13485.04
"McKay, Donald K-8",2014,8,3804.79
"McKay, Donald K-8",2013,1,5068.75
"McKay, Donald K-8",2016,6,12416.95
"McKay, Donald K-8",2012,12,9307.95
"McKay, Donald K-8",2014,5,29016.41
"McKay, Donald K-8",2015,5,6358.57
"McKay, Donald K-8",2015,4,9088.79
"McKay, Donald K-8",2015,3,2908.44
"McKay, Donald K-8",2012,6,9920
"McKay, Donald K-8",2013,8,274
"McKay, Donald K-8",2014,7,16790.92
"McKay, Donald K-8",2016,5,1206.95
"McKay, Donald K-8",2016,12,13930.61
"McKay, Donald K-8",2012,10,2549.27
"McKay, Donald K-8",2014,6,2236.01
"McKay, Donald K-8",2017,8,7337.05
"McKay, Donald K-8",2015,10,2955.25
"McKay, Donald K-8",2016,9,330
"McKay, Donald K-8",2013,11,352.78
"McKay, Donald K-8",2013,12,5300
"McKay, Donald K-8",2015,9,14796.57
"McKay, Donald K-8",2014,12,11547.52
"McKay, Donald K-8",2014,3,10123.6
"McKay, Donald K-8",2015,1,21090.92
"McKay, Donald K-8",2015,8,5911.1
"McKay, Donald K-8",2012,7,4104.75
"McKay, Donald K-8",2013,6,16233.33
"McKay, Donald K-8",2014,9,6002.61
"McKay, Donald K-8",2014,1,2716.06
Ellison/Parks Early Education School,2012,9,6050.02
Ellison/Parks Early Education School,2013,7,355
Ellison/Parks Early Education School,2016,11,3255.22
Ellison/Parks Early Education School,2013,3,1167.89
Ellison/Parks Early Education School,2014,2,3910.93
Ellison/Parks Early Education School,2014,10,1895.68
Ellison/Parks Early Education School,2016,8,792.72
Ellison/Parks Early Education School,2016,1,2363.8
Ellison/Parks Early Education School,2014,11,3447.15
Ellison/Parks Early Education School,2012,3,3591.97
Ellison/Parks Early Education School,2016,7,7074.9
Ellison/Parks Early Education School,2012,1,1711.47
Ellison/Parks Early Education School,2017,7,6338.53
Ellison/Parks Early Education School,2015,6,9951.51
Ellison/Parks Early Education School,2016,3,42.8
Ellison/Parks Early Education School,2012,5,3650.99
Ellison/Parks Early Education School,2016,10,1683.51
Ellison/Parks Early Education School,2015,7,17170.11
Ellison/Parks Early Education School,2016,4,1023.35
Ellison/Parks Early Education School,2012,11,2039.25
Ellison/Parks Early Education School,2013,2,3533.54
Ellison/Parks Early Education School,2012,2,2248.88
Ellison/Parks Early Education School,2012,8,3272.36
Ellison/Parks Early Education School,2015,11,16463.93
Ellison/Parks Early Education School,2012,4,1500.59
Ellison/Parks Early Education School,2013,5,3075.8
Ellison/Parks Early Education School,2014,8,3175.4
Ellison/Parks Early Education School,2013,1,1546.11
Ellison/Parks Early Education School,2016,6,1153.46
Ellison/Parks Early Education School,2012,12,1983.23
Ellison/Parks Early Education School,2014,5,15530.7
Ellison/Parks Early Education School,2015,5,708.78
Ellison/Parks Early Education School,2015,3,343.21
Ellison/Parks Early Education School,2012,6,833.3
